10,1464
10,1387
10,1413
10,1376
10,1430
10,1407
10,1412
10,1499
10,1514
10,1490
10,1479
10,1476
10,1446
10,1476
10,1471
10,1473
10,1446
10,1707
10,1485
10,1466
10,1008
10,1003
10,1072
10,994
10,993
10,996
10,1079
10,1064
10,1008
10,1019
10,985
10,1001
10,1017
10,978
10,968
10,1021
10,1001
10,1042
10,1044
10,1000
10,1280
10,1327
10,1370
10,1305
10,1190
10,1243
10,1286
10,1378
10,1260
10,1235
10,1294
10,1261
10,1308
10,1279
10,1328
10,1318
10,1395
10,1262
10,1258
10,1178
10,1433
10,1437
10,1425
10,1396
10,1436
10,1393
10,1484
10,1463
10,1457
10,1372
10,1403
10,1357
10,1473
10,1459
10,1430
10,1327
10,1293
10,1384
10,1441
10,1393
10,1798
10,1970
10,1797
10,1855
10,1869
10,1692
10,1902
10,2038
10,1747
10,2241
10,1984
10,1911
10,1782
10,1902
10,1947
10,1806
10,1860
10,1775
10,1872
10,1865
10,1572
10,1543
10,1486
10,1609
10,1586
10,1418
10,1516
10,1428
10,1625
10,1490
10,1529
10,1732
10,1490
10,1514
10,1599
10,1461
10,1561
10,1527
10,1492
10,1643
10,1235
10,1349
10,1315
10,1390
10,1231
10,1427
10,1242
10,1229
10,1219
10,1269
10,1369
10,1322
10,1257
10,1281
10,1312
10,1412
10,1212
10,1637
10,1499
10,1407
10,1649
10,1634
10,1858
10,1631
10,1599
10,1602
10,1689
10,1689
10,1604
10,1552
10,1578
10,1661
10,1543
10,1746
10,1623
10,1663
10,1564
10,1683
10,1579
10,1566
10,2063
10,2018
10,1937
10,1960
10,2081
10,1789
10,1945
10,1880
10,2036
10,1948
10,1949
10,1979
10,2158
10,2030
10,1787
10,2042
10,2187
10,1809
10,1981
10,2070
10,1169
10,1197
10,1162
10,1209
10,1194
10,1180
10,1130
10,1135
10,1209
10,1194
10,1139
10,1256
10,1168
10,1176
10,1169
10,1177
10,1215
10,1154
10,1150
10,1160
