6,3705
7,2750
10,2351
10,2959
10,4141
7,4090
7,2850
7,3664
9,3708
4,2849
7,3415
10,2681
10,2409
10,4848
7,3572
10,3440
10,5014
5,2623
7,3220
6,3695
10,3687
7,3538
8,3934
6,2749
6,3140
6,3174
8,3091
10,4069
10,4937
10,2384
10,4061
10,3256
6,2999
10,2347
10,4432
10,3319
4,2430
10,3814
10,3095
10,3266
7,3135
2,1582
6,3168
10,2167
6,2709
5,2708
10,2520
2,1313
7,2795
9,4585
8,3717
6,3682
2,1368
5,2255
10,3334
7,3272
8,3660
6,2969
8,3958
2,1308
6,2972
8,5323
6,2644
4,2581
6,3233
5,3407
6,3920
5,4104
6,4143
9,3725
4,2342
10,4710
7,4115
4,2647
6,3464
6,3221
7,3831
10,4776
8,4444
6,3510
5,2840
5,3329
2,1819
3,2164
2,2810
10,4956
3,2025
5,3990
5,3575
5,3949
6,3555
3,2115
7,3404
3,2953
4,3318
4,3065
7,4943
7,5690
4,2720
10,4227
10,3709
10,2811
10,4225
9,3405
5,2295
5,3380
4,3063
3,1853
4,2720
10,3378
8,3744
10,3943
8,4232
5,2460
5,2989
10,5122
7,2927
7,4038
10,5040
4,1981
5,3959
8,3904
0,1000
7,3450
5,2849
9,4895
7,3785
7,3405
7,3505
7,3270
0,1000
7,2927
2,1969
7,2805
7,3939
7,4059
5,2662
6,3439
10,3469
7,3304
7,3990
1,1334
9,3926
6,4350
10,4796
7,2994
10,4031
10,4176
9,4823
1,1715
4,2725
4,3229
6,3274
1,1588
6,4270
4,3159
6,3727
7,4085
10,4287
2,1865
1,1292
4,2915
5,2685
3,2162
4,3070
8,4380
2,1552
4,2640
5,2620
5,2845
5,3100
3,2050
3,2038
4,2905
4,2973
6,3498
5,3495
6,3660
2,1464
2,2429
9,3936
8,3420
6,3174
6,2658
7,3320
6,2850
10,3505
8,4417
8,3639
10,2464
8,3270
9,3485
7,3355
10,3847
10,5499
7,3898
8,3688
7,3278
8,4138
5,3066
